platform,level,repetition,sample_size,seed,B_upper_us,C_upper_us,n_baseline,n_early,n_late_band,D821_us
RP2040 deep,44,411,2000,204908,80266.0,35079.0,456,233,118,28845046.0
RP2040 deep,44,411,5000,204908,80271.0,41561.0,1117,558,336,34160291.0
RP2040 deep,44,411,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,412,250,204908,80261.0,35042.0,59,34,10,28814701.0
RP2040 deep,44,412,500,204908,80261.0,35070.0,125,58,26,28837661.0
RP2040 deep,44,412,1000,204908,80261.0,35101.0,226,113,63,28863081.0
RP2040 deep,44,412,2000,204908,80261.0,35101.0,476,206,124,28863081.0
RP2040 deep,44,412,5000,204908,80271.0,41499.0,1159,542,355,34109451.0
RP2040 deep,44,412,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,413,250,204908,80232.0,35068.0,61,32,22,28835992.0
RP2040 deep,44,413,500,204908,80232.0,35068.0,119,68,46,28835992.0
RP2040 deep,44,413,1000,204908,80274.0,35071.0,237,118,78,28838494.0
RP2040 deep,44,413,2000,204908,80274.0,35071.0,469,234,149,28838494.0
RP2040 deep,44,413,5000,204908,80274.0,41559.0,1198,553,370,34158654.0
RP2040 deep,44,413,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,414,250,204908,80282.0,35032.0,67,27,15,28806522.0
RP2040 deep,44,414,500,204908,80282.0,35032.0,136,53,31,28806522.0
RP2040 deep,44,414,1000,204908,80282.0,35047.0,258,97,70,28818822.0
RP2040 deep,44,414,2000,204908,80282.0,35066.0,494,216,131,28834402.0
RP2040 deep,44,414,5000,204908,80282.0,35110.0,1173,536,357,28870482.0
RP2040 deep,44,414,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,415,250,204908,80266.0,35046.0,59,24,16,28817986.0
RP2040 deep,44,415,500,204908,80278.0,35072.0,113,52,32,28839318.0
RP2040 deep,44,415,1000,204908,80278.0,35083.0,217,109,66,28848338.0
RP2040 deep,44,415,2000,204908,80278.0,35086.0,467,221,143,28850798.0
RP2040 deep,44,415,5000,204908,80282.0,41496.0,1149,561,332,34107002.0
RP2040 deep,44,415,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,416,250,204908,80264.0,35019.0,47,35,15,28795844.0
RP2040 deep,44,416,500,204908,80278.0,35071.0,121,60,28,28838498.0
RP2040 deep,44,416,1000,204908,80278.0,35077.0,232,117,62,28843418.0
RP2040 deep,44,416,2000,204908,80278.0,35083.0,445,217,143,28848338.0
RP2040 deep,44,416,5000,204908,80284.0,41561.0,1151,538,358,34160304.0
RP2040 deep,44,416,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,417,250,204908,80243.0,35013.0,57,22,14,28790903.0
RP2040 deep,44,417,500,204908,80256.0,35024.0,119,52,36,28799936.0
RP2040 deep,44,417,1000,204908,80282.0,35121.0,235,111,62,28879502.0
RP2040 deep,44,417,2000,204908,80282.0,35125.0,461,220,135,28882782.0
RP2040 deep,44,417,5000,204908,80282.0,41471.0,1150,541,345,34086502.0
RP2040 deep,44,417,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,418,250,204908,80261.0,35061.0,66,20,13,28830281.0
RP2040 deep,44,418,500,204908,80261.0,35061.0,127,46,26,28830281.0
RP2040 deep,44,418,1000,204908,80261.0,35107.0,260,104,60,28868001.0
RP2040 deep,44,418,2000,204908,80271.0,35107.0,492,216,125,28868011.0
RP2040 deep,44,418,5000,204908,80284.0,41564.0,1180,543,346,34162764.0
RP2040 deep,44,418,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,419,250,204908,80243.0,35068.0,59,31,11,28836003.0
RP2040 deep,44,419,500,204908,80264.0,35083.0,130,54,31,28848324.0
RP2040 deep,44,419,1000,204908,80264.0,35096.0,256,102,66,28858984.0
RP2040 deep,44,419,2000,204908,80271.0,35113.0,474,220,145,28872931.0
RP2040 deep,44,419,5000,204908,80284.0,41564.0,1173,526,385,34162764.0
RP2040 deep,44,419,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,420,250,204908,80255.0,35062.0,64,28,14,28831095.0
RP2040 deep,44,420,500,204908,80255.0,35079.0,113,64,33,28845035.0
RP2040 deep,44,420,1000,204908,80271.0,35079.0,241,116,67,28845051.0
RP2040 deep,44,420,2000,204908,80282.0,35110.0,477,225,145,28870482.0
RP2040 deep,44,420,5000,204908,80282.0,41564.0,1172,533,356,34162762.0
RP2040 deep,44,420,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,421,250,204908,80274.0,35049.0,68,19,23,28820454.0
RP2040 deep,44,421,500,204908,80274.0,35058.0,115,44,41,28827834.0
RP2040 deep,44,421,1000,204908,80274.0,35079.0,250,94,68,28845054.0
RP2040 deep,44,421,2000,204908,80274.0,35079.0,493,208,149,28845054.0
RP2040 deep,44,421,5000,204908,80278.0,41564.0,1182,522,347,34162758.0
RP2040 deep,44,421,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,422,250,204908,80261.0,35083.0,56,31,19,28848321.0
RP2040 deep,44,422,500,204908,80282.0,35094.0,115,59,36,28857362.0
RP2040 deep,44,422,1000,204908,80282.0,41485.0,227,126,71,34097982.0
RP2040 deep,44,422,2000,204908,80282.0,41492.0,470,229,145,34103722.0
RP2040 deep,44,422,5000,204908,80284.0,41492.0,1147,542,360,34103724.0
RP2040 deep,44,422,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,423,250,204908,80238.0,41460.0,62,23,15,34077438.0
RP2040 deep,44,423,500,204908,80274.0,41460.0,121,52,32,34077474.0
RP2040 deep,44,423,1000,204908,80274.0,41460.0,238,107,74,34077474.0
RP2040 deep,44,423,2000,204908,80274.0,41461.0,476,229,151,34078294.0
RP2040 deep,44,423,5000,204908,80284.0,41559.0,1160,544,370,34158664.0
RP2040 deep,44,423,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,424,250,204908,80249.0,35058.0,54,26,17,28827809.0
RP2040 deep,44,424,500,204908,80274.0,35071.0,107,58,36,28838494.0
RP2040 deep,44,424,1000,204908,80274.0,35081.0,221,104,68,28846694.0
RP2040 deep,44,424,2000,204908,80274.0,35098.0,477,209,121,28860634.0
RP2040 deep,44,424,5000,204908,80274.0,41561.0,1156,544,329,34160294.0
RP2040 deep,44,424,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,425,250,204908,80235.0,35083.0,59,27,28,28848295.0
RP2040 deep,44,425,500,204908,80266.0,35090.0,119,55,41,28854066.0
RP2040 deep,44,425,1000,204908,80266.0,35092.0,227,112,75,28855706.0
RP2040 deep,44,425,2000,204908,80284.0,35098.0,471,226,145,28860644.0
RP2040 deep,44,425,5000,204908,80284.0,41499.0,1146,558,375,34109464.0
RP2040 deep,44,425,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,426,250,204908,80249.0,35054.0,42,28,19,28824529.0
RP2040 deep,44,426,500,204908,80252.0,35054.0,114,52,37,28824532.0
RP2040 deep,44,426,1000,204908,80278.0,35067.0,235,107,69,28835218.0
RP2040 deep,44,426,2000,204908,80278.0,35107.0,471,221,139,28868018.0
RP2040 deep,44,426,5000,204908,80278.0,41499.0,1142,572,356,34109458.0
RP2040 deep,44,426,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,427,250,204908,80256.0,35064.0,54,25,21,28832736.0
RP2040 deep,44,427,500,204908,80256.0,35066.0,113,51,41,28834376.0
RP2040 deep,44,427,1000,204908,80264.0,35091.0,235,95,81,28854884.0
RP2040 deep,44,427,2000,204908,80284.0,35107.0,448,231,160,28868024.0
RP2040 deep,44,427,5000,204908,80284.0,35130.0,1124,545,370,28886884.0
RP2040 deep,44,427,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,428,250,204908,80255.0,35021.0,48,26,16,28797475.0
RP2040 deep,44,428,500,204908,80255.0,35042.0,97,57,34,28814695.0
RP2040 deep,44,428,1000,204908,80278.0,35056.0,205,101,65,28826198.0
RP2040 deep,44,428,2000,204908,80278.0,35113.0,425,207,134,28872938.0
RP2040 deep,44,428,5000,204908,80284.0,35113.0,1145,548,334,28872944.0
RP2040 deep,44,428,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,429,250,204908,80274.0,35037.0,50,35,24,28810614.0
RP2040 deep,44,429,500,204908,80274.0,35048.0,109,59,35,28819634.0
RP2040 deep,44,429,1000,204908,80274.0,41459.0,238,119,74,34076654.0
RP2040 deep,44,429,2000,204908,80274.0,41471.0,459,220,139,34086494.0
RP2040 deep,44,429,5000,204908,80274.0,41564.0,1181,528,353,34162754.0
RP2040 deep,44,429,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,430,250,204908,80254.0,35037.0,57,29,19,28810594.0
RP2040 deep,44,430,500,204908,80254.0,35045.0,130,66,33,28817154.0
RP2040 deep,44,430,1000,204908,80267.0,35102.0,269,102,77,28863907.0
RP2040 deep,44,430,2000,204908,80267.0,35102.0,494,213,143,28863907.0
RP2040 deep,44,430,5000,204908,80284.0,35107.0,1215,538,345,28868024.0
RP2040 deep,44,430,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,431,250,204908,80247.0,35036.0,68,30,15,28809767.0
RP2040 deep,44,431,500,204908,80247.0,35071.0,121,56,29,28838467.0
RP2040 deep,44,431,1000,204908,80264.0,35071.0,240,102,61,28838484.0
RP2040 deep,44,431,2000,204908,80278.0,41556.0,490,217,140,34156198.0
RP2040 deep,44,431,5000,204908,80278.0,41556.0,1177,542,358,34156198.0
RP2040 deep,44,431,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,432,250,204908,80237.0,35069.0,52,31,17,28836817.0
RP2040 deep,44,432,500,204908,80260.0,35069.0,110,56,33,28836840.0
RP2040 deep,44,432,1000,204908,80261.0,35127.0,231,116,65,28884401.0
RP2040 deep,44,432,2000,204908,80274.0,41561.0,478,239,144,34160294.0
RP2040 deep,44,432,5000,204908,80284.0,41564.0,1173,551,343,34162764.0
RP2040 deep,44,432,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,433,250,204908,80245.0,35068.0,55,23,20,28836005.0
RP2040 deep,44,433,500,204908,80245.0,35068.0,113,59,31,28836005.0
RP2040 deep,44,433,1000,204908,80266.0,35075.0,238,108,61,28841766.0
RP2040 deep,44,433,2000,204908,80274.0,35101.0,489,202,134,28863094.0
RP2040 deep,44,433,5000,204908,80284.0,41489.0,1190,537,348,34101264.0
RP2040 deep,44,433,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,434,250,204908,80251.0,35051.0,61,26,18,28822071.0
RP2040 deep,44,434,500,204908,80284.0,41561.0,119,56,36,34160304.0
RP2040 deep,44,434,1000,204908,80284.0,41561.0,215,130,66,34160304.0
RP2040 deep,44,434,2000,204908,80284.0,41561.0,437,214,167,34160304.0
RP2040 deep,44,434,5000,204908,80284.0,41564.0,1134,572,382,34162764.0
RP2040 deep,44,434,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,435,250,204908,80256.0,35057.0,66,25,16,28826996.0
RP2040 deep,44,435,500,204908,80268.0,35057.0,122,50,32,28827008.0
RP2040 deep,44,435,1000,204908,80268.0,35124.0,251,104,69,28881948.0
RP2040 deep,44,435,2000,204908,80268.0,35124.0,480,222,130,28881948.0
RP2040 deep,44,435,5000,204908,80282.0,41559.0,1172,545,355,34158662.0
RP2040 deep,44,435,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,436,250,204908,80258.0,35048.0,62,30,15,28819618.0
RP2040 deep,44,436,500,204908,80274.0,35091.0,121,55,43,28854894.0
RP2040 deep,44,436,1000,204908,80274.0,35096.0,230,117,82,28858994.0
RP2040 deep,44,436,2000,204908,80274.0,35105.0,474,228,152,28866374.0
RP2040 deep,44,436,5000,204908,80284.0,41499.0,1169,557,366,34109464.0
RP2040 deep,44,436,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,437,250,204908,80238.0,35113.0,58,28,22,28872898.0
RP2040 deep,44,437,500,204908,80241.0,35114.0,107,60,39,28873721.0
RP2040 deep,44,437,1000,204908,80247.0,35122.0,226,109,71,28880287.0
RP2040 deep,44,437,2000,204908,80271.0,35122.0,462,223,135,28880311.0
RP2040 deep,44,437,5000,204908,80284.0,41496.0,1200,533,378,34107004.0
RP2040 deep,44,437,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,438,250,204908,80242.0,41473.0,52,28,15,34088102.0
RP2040 deep,44,438,500,204908,80264.0,41482.0,112,54,37,34095504.0
RP2040 deep,44,438,1000,204908,80264.0,41482.0,227,117,69,34095504.0
RP2040 deep,44,438,2000,204908,80278.0,41482.0,482,218,129,34095518.0
RP2040 deep,44,438,5000,204908,80278.0,41482.0,1214,549,353,34095518.0
RP2040 deep,44,438,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,439,250,204908,80264.0,41485.0,63,23,24,34097964.0
RP2040 deep,44,439,500,204908,80264.0,41486.0,123,49,40,34098784.0
RP2040 deep,44,439,1000,204908,80274.0,41486.0,251,100,68,34098794.0
RP2040 deep,44,439,2000,204908,80274.0,41496.0,467,213,144,34106994.0
RP2040 deep,44,439,5000,204908,80284.0,41496.0,1156,546,357,34107004.0
RP2040 deep,44,439,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,440,250,204908,80237.0,35059.0,52,27,21,28828617.0
RP2040 deep,44,440,500,204908,80260.0,35083.0,107,57,31,28848320.0
RP2040 deep,44,440,1000,204908,80260.0,41492.0,238,109,62,34103700.0
RP2040 deep,44,440,2000,204908,80278.0,41492.0,466,210,133,34103718.0
RP2040 deep,44,440,5000,204908,80284.0,41499.0,1195,526,338,34109464.0
RP2040 deep,44,440,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,441,250,204908,80271.0,35060.0,59,30,20,28829471.0
RP2040 deep,44,441,500,204908,80271.0,35060.0,127,49,33,28829471.0
RP2040 deep,44,441,1000,204908,80271.0,35079.0,256,104,72,28845051.0
RP2040 deep,44,441,2000,204908,80271.0,35086.0,502,214,154,28850791.0
RP2040 deep,44,441,5000,204908,80282.0,35130.0,1202,543,344,28886882.0
RP2040 deep,44,441,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,442,250,204908,80254.0,35092.0,54,34,13,28855694.0
RP2040 deep,44,442,500,204908,80264.0,35092.0,111,60,32,28855704.0
RP2040 deep,44,442,1000,204908,80264.0,35096.0,231,107,58,28858984.0
RP2040 deep,44,442,2000,204908,80278.0,35096.0,449,198,133,28858998.0
RP2040 deep,44,442,5000,204908,80282.0,41561.0,1149,543,332,34160302.0
RP2040 deep,44,442,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,443,250,204908,80252.0,35024.0,53,18,15,28799932.0
RP2040 deep,44,443,500,204908,80261.0,35072.0,110,49,32,28839301.0
RP2040 deep,44,443,1000,204908,80261.0,41548.0,220,108,76,34149621.0
RP2040 deep,44,443,2000,204908,80264.0,41564.0,440,213,146,34162744.0
RP2040 deep,44,443,5000,204908,80268.0,41564.0,1131,555,376,34162748.0
RP2040 deep,44,443,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,444,250,204908,80266.0,35063.0,64,28,22,28831926.0
RP2040 deep,44,444,500,204908,80266.0,35069.0,126,47,35,28836846.0
RP2040 deep,44,444,1000,204908,80266.0,35079.0,259,94,67,28845046.0
RP2040 deep,44,444,2000,204908,80266.0,35093.0,514,190,147,28856526.0
RP2040 deep,44,444,5000,204908,80284.0,41561.0,1178,536,350,34160304.0
RP2040 deep,44,444,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,445,250,204908,80264.0,35074.0,59,31,19,28840944.0
RP2040 deep,44,445,500,204908,80264.0,41454.0,110,68,43,34072544.0
RP2040 deep,44,445,1000,204908,80264.0,41471.0,238,119,71,34086484.0
RP2040 deep,44,445,2000,204908,80267.0,41471.0,484,215,139,34086487.0
RP2040 deep,44,445,5000,204908,80284.0,41496.0,1183,575,336,34107004.0
RP2040 deep,44,445,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,446,250,204908,80246.0,35098.0,61,30,23,28860606.0
RP2040 deep,44,446,500,204908,80282.0,35098.0,128,64,36,28860642.0
RP2040 deep,44,446,1000,204908,80282.0,35113.0,244,122,79,28872942.0
RP2040 deep,44,446,2000,204908,80282.0,41474.0,488,235,156,34088962.0
RP2040 deep,44,446,5000,204908,80284.0,41499.0,1182,538,401,34109464.0
RP2040 deep,44,446,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,447,250,204908,80274.0,35071.0,58,17,24,28838494.0
RP2040 deep,44,447,500,204908,80274.0,41558.0,116,42,36,34157834.0
RP2040 deep,44,447,1000,204908,80274.0,41558.0,217,100,65,34157834.0
RP2040 deep,44,447,2000,204908,80274.0,41558.0,465,211,131,34157834.0
RP2040 deep,44,447,5000,204908,80278.0,41558.0,1199,534,351,34157838.0
RP2040 deep,44,447,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,448,250,204908,80242.0,35084.0,67,23,31,28849122.0
RP2040 deep,44,448,500,204908,80242.0,35097.0,123,56,55,28859782.0
RP2040 deep,44,448,1000,204908,80261.0,35097.0,227,114,91,28859801.0
RP2040 deep,44,448,2000,204908,80274.0,41558.0,472,237,171,34157834.0
RP2040 deep,44,448,5000,204908,80284.0,41564.0,1232,565,371,34162764.0
RP2040 deep,44,448,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,449,250,204908,80245.0,35056.0,46,36,20,28826165.0
RP2040 deep,44,449,500,204908,80284.0,35062.0,105,70,37,28831124.0
RP2040 deep,44,449,1000,204908,80284.0,35078.0,228,123,64,28844244.0
RP2040 deep,44,449,2000,204908,80284.0,35078.0,463,226,124,28844244.0
RP2040 deep,44,449,5000,204908,80284.0,41564.0,1169,562,353,34162764.0
RP2040 deep,44,449,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,450,250,204908,80268.0,35059.0,53,35,12,28828648.0
RP2040 deep,44,450,500,204908,80268.0,35059.0,114,66,33,28828648.0
RP2040 deep,44,450,1000,204908,80268.0,41481.0,230,111,71,34094688.0
RP2040 deep,44,450,2000,204908,80284.0,41484.0,452,216,153,34097164.0
RP2040 deep,44,450,5000,204908,80284.0,41487.0,1183,545,370,34099624.0
RP2040 deep,44,450,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,451,250,204908,80237.0,35098.0,57,30,17,28860597.0
RP2040 deep,44,451,500,204908,80243.0,41549.0,114,54,39,34150423.0
RP2040 deep,44,451,1000,204908,80278.0,41551.0,242,104,64,34152098.0
RP2040 deep,44,451,2000,204908,80284.0,41556.0,467,228,127,34156204.0
RP2040 deep,44,451,5000,204908,80284.0,41564.0,1186,553,340,34162764.0
RP2040 deep,44,451,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,452,250,204908,80234.0,41545.0,50,36,25,34147134.0
RP2040 deep,44,452,500,204908,80243.0,41552.0,103,57,45,34152883.0
RP2040 deep,44,452,1000,204908,80252.0,41552.0,217,109,86,34152892.0
RP2040 deep,44,452,2000,204908,80278.0,41564.0,451,226,145,34162758.0
RP2040 deep,44,452,5000,204908,80282.0,41564.0,1158,562,354,34162762.0
RP2040 deep,44,452,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,453,250,204908,80274.0,41479.0,53,27,15,34093054.0
RP2040 deep,44,453,500,204908,80274.0,41487.0,113,54,28,34099614.0
RP2040 deep,44,453,1000,204908,80274.0,41496.0,232,95,62,34106994.0
RP2040 deep,44,453,2000,204908,80274.0,41496.0,464,220,127,34106994.0
RP2040 deep,44,453,5000,204908,80274.0,41496.0,1168,530,343,34106994.0
RP2040 deep,44,453,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,454,250,204908,80234.0,35065.0,58,22,22,28833534.0
RP2040 deep,44,454,500,204908,80278.0,35069.0,108,52,38,28836858.0
RP2040 deep,44,454,1000,204908,80278.0,35073.0,233,108,73,28840138.0
RP2040 deep,44,454,2000,204908,80282.0,35088.0,498,201,137,28852442.0
RP2040 deep,44,454,5000,204908,80282.0,41496.0,1185,522,348,34107002.0
RP2040 deep,44,454,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,455,250,204908,80264.0,35034.0,69,33,13,28808144.0
RP2040 deep,44,455,500,204908,80264.0,35072.0,127,65,32,28839304.0
RP2040 deep,44,455,1000,204908,80268.0,35072.0,256,124,59,28839308.0
RP2040 deep,44,455,2000,204908,80282.0,35082.0,487,214,113,28847522.0
RP2040 deep,44,455,5000,204908,80282.0,41493.0,1185,553,340,34104542.0
RP2040 deep,44,455,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,456,250,204908,80250.0,35030.0,59,28,16,28804850.0
RP2040 deep,44,456,500,204908,80260.0,35081.0,113,62,30,28846680.0
RP2040 deep,44,456,1000,204908,80260.0,35105.0,235,110,65,28866360.0
RP2040 deep,44,456,2000,204908,80266.0,35110.0,454,228,133,28870466.0
RP2040 deep,44,456,5000,204908,80282.0,41499.0,1184,571,338,34109462.0
RP2040 deep,44,456,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,457,250,204908,80256.0,35052.0,63,37,16,28822896.0
RP2040 deep,44,457,500,204908,80256.0,35075.0,119,64,32,28841756.0
RP2040 deep,44,457,1000,204908,80260.0,35099.0,232,108,75,28861440.0
RP2040 deep,44,457,2000,204908,80264.0,41474.0,441,213,141,34088944.0
RP2040 deep,44,457,5000,204908,80282.0,41564.0,1145,533,382,34162762.0
RP2040 deep,44,457,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,458,250,204908,80268.0,35026.0,56,23,20,28801588.0
RP2040 deep,44,458,500,204908,80268.0,35085.0,120,57,41,28849968.0
RP2040 deep,44,458,1000,204908,80268.0,35110.0,238,118,72,28870468.0
RP2040 deep,44,458,2000,204908,80282.0,41561.0,447,237,147,34160302.0
RP2040 deep,44,458,5000,204908,80282.0,41561.0,1167,545,353,34160302.0
RP2040 deep,44,458,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,459,250,204908,80241.0,35056.0,59,25,21,28826161.0
RP2040 deep,44,459,500,204908,80266.0,35082.0,128,52,45,28847506.0
RP2040 deep,44,459,1000,204908,80266.0,35082.0,252,100,77,28847506.0
RP2040 deep,44,459,2000,204908,80278.0,35088.0,484,210,145,28852438.0
RP2040 deep,44,459,5000,204908,80278.0,41499.0,1196,538,353,34109458.0
RP2040 deep,44,459,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,460,250,204908,80253.0,41555.0,61,29,14,34155353.0
RP2040 deep,44,460,500,204908,80256.0,41561.0,127,65,26,34160276.0
RP2040 deep,44,460,1000,204908,80256.0,41561.0,235,125,59,34160276.0
RP2040 deep,44,460,2000,204908,80274.0,41561.0,484,232,129,34160294.0
RP2040 deep,44,460,5000,204908,80274.0,41561.0,1177,549,361,34160294.0
RP2040 deep,44,460,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,461,250,204908,80254.0,35062.0,54,29,13,28831094.0
RP2040 deep,44,461,500,204908,80254.0,41487.0,102,56,32,34099594.0
RP2040 deep,44,461,1000,204908,80271.0,41499.0,210,126,64,34109451.0
RP2040 deep,44,461,2000,204908,80271.0,41499.0,440,228,148,34109451.0
RP2040 deep,44,461,5000,204908,80282.0,41499.0,1151,556,355,34109462.0
RP2040 deep,44,461,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,462,250,204908,80238.0,35058.0,53,18,19,28827798.0
RP2040 deep,44,462,500,204908,80243.0,35058.0,110,42,41,28827803.0
RP2040 deep,44,462,1000,204908,80256.0,35090.0,226,93,76,28854056.0
RP2040 deep,44,462,2000,204908,80284.0,35107.0,463,198,153,28868024.0
RP2040 deep,44,462,5000,204908,80284.0,41561.0,1181,542,368,34160304.0
RP2040 deep,44,462,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,463,250,204908,80264.0,35082.0,61,33,22,28847504.0
RP2040 deep,44,463,500,204908,80264.0,35085.0,116,58,39,28849964.0
RP2040 deep,44,463,1000,204908,80264.0,35099.0,230,122,77,28861444.0
RP2040 deep,44,463,2000,204908,80264.0,35107.0,448,232,136,28868004.0
RP2040 deep,44,463,5000,204908,80278.0,41564.0,1168,566,344,34162758.0
RP2040 deep,44,463,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,464,250,204908,80252.0,35045.0,64,23,16,28817152.0
RP2040 deep,44,464,500,204908,80252.0,35068.0,116,48,35,28836012.0
RP2040 deep,44,464,1000,204908,80252.0,35076.0,235,103,71,28842572.0
RP2040 deep,44,464,2000,204908,80252.0,35084.0,490,205,140,28849132.0
RP2040 deep,44,464,5000,204908,80271.0,41474.0,1201,522,359,34088951.0
RP2040 deep,44,464,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,465,250,204908,80246.0,35039.0,51,26,13,28812226.0
RP2040 deep,44,465,500,204908,80253.0,35048.0,100,59,38,28819613.0
RP2040 deep,44,465,1000,204908,80267.0,35069.0,227,116,82,28836847.0
RP2040 deep,44,465,2000,204908,80284.0,41558.0,497,218,161,34157844.0
RP2040 deep,44,465,5000,204908,80284.0,41559.0,1215,542,349,34158664.0
RP2040 deep,44,465,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,466,250,204908,80274.0,35087.0,68,25,19,28851614.0
RP2040 deep,44,466,500,204908,80274.0,41465.0,138,46,39,34081574.0
RP2040 deep,44,466,1000,204908,80274.0,41465.0,261,92,79,34081574.0
RP2040 deep,44,466,2000,204908,80274.0,41471.0,481,190,150,34086494.0
RP2040 deep,44,466,5000,204908,80278.0,41561.0,1149,519,374,34160298.0
RP2040 deep,44,466,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,467,250,204908,80266.0,35063.0,54,25,12,28831926.0
RP2040 deep,44,467,500,204908,80266.0,35072.0,109,56,28,28839306.0
RP2040 deep,44,467,1000,204908,80266.0,35072.0,237,102,59,28839306.0
RP2040 deep,44,467,2000,204908,80274.0,35102.0,463,201,137,28863914.0
RP2040 deep,44,467,5000,204908,80282.0,41492.0,1173,500,362,34103722.0
RP2040 deep,44,467,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,468,250,204908,80250.0,35053.0,57,40,16,28823710.0
RP2040 deep,44,468,500,204908,80250.0,41480.0,124,61,35,34093850.0
RP2040 deep,44,468,1000,204908,80256.0,41480.0,236,115,78,34093856.0
RP2040 deep,44,468,2000,204908,80271.0,41561.0,465,228,151,34160291.0
RP2040 deep,44,468,5000,204908,80274.0,41561.0,1169,561,372,34160294.0
RP2040 deep,44,468,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,469,250,204908,80274.0,35085.0,57,27,13,28849974.0
RP2040 deep,44,469,500,204908,80274.0,35086.0,124,52,30,28850794.0
