platform,level,repetition,sample_size,seed,B_upper_us,C_upper_us,n_baseline,n_early,n_late_band,D821_us
ESP32 deep,44,619,2000,204907,21520.0,10548.0,450,205,139,8670880.0
ESP32 deep,44,619,5000,204907,21522.0,10556.0,1152,519,345,8677442.0
ESP32 deep,44,619,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,620,250,204907,21520.0,10555.0,63,22,20,8676620.0
ESP32 deep,44,620,500,204907,21520.0,10555.0,126,48,33,8676620.0
ESP32 deep,44,620,1000,204907,21520.0,10555.0,228,102,77,8676620.0
ESP32 deep,44,620,2000,204907,21521.0,10555.0,459,210,137,8676621.0
ESP32 deep,44,620,5000,204907,21522.0,10556.0,1113,521,364,8677442.0
ESP32 deep,44,620,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,621,250,204907,21520.0,10550.0,48,27,18,8672520.0
ESP32 deep,44,621,500,204907,21520.0,10550.0,97,55,41,8672520.0
ESP32 deep,44,621,1000,204907,21521.0,10550.0,208,95,74,8672521.0
ESP32 deep,44,621,2000,204907,21521.0,10550.0,440,219,160,8672521.0
ESP32 deep,44,621,5000,204907,21521.0,10550.0,1164,513,365,8672521.0
ESP32 deep,44,621,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,622,250,204907,21520.0,8955.0,61,34,13,7364620.0
ESP32 deep,44,622,500,204907,21521.0,8956.0,124,67,29,7365441.0
ESP32 deep,44,622,1000,204907,21521.0,8957.0,239,117,61,7366261.0
ESP32 deep,44,622,2000,204907,21521.0,10547.0,472,215,145,8670061.0
ESP32 deep,44,622,5000,204907,21521.0,10548.0,1125,528,357,8670881.0
ESP32 deep,44,622,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,623,250,204907,21520.0,8957.0,66,23,19,7366260.0
ESP32 deep,44,623,500,204907,21520.0,8957.0,112,52,28,7366260.0
ESP32 deep,44,623,1000,204907,21520.0,10550.0,232,101,71,8672520.0
ESP32 deep,44,623,2000,204907,21522.0,10550.0,460,192,138,8672522.0
ESP32 deep,44,623,5000,204907,21522.0,10550.0,1143,526,359,8672522.0
ESP32 deep,44,623,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,624,250,204907,21520.0,8955.0,59,30,16,7364620.0
ESP32 deep,44,624,500,204907,21521.0,8955.0,126,59,35,7364621.0
ESP32 deep,44,624,1000,204907,21521.0,8955.0,250,107,68,7364621.0
ESP32 deep,44,624,2000,204907,21521.0,10547.0,487,211,144,8670061.0
ESP32 deep,44,624,5000,204907,21521.0,10556.0,1163,532,371,8677441.0
ESP32 deep,44,624,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,625,250,204907,21520.0,8957.0,63,28,16,7366260.0
ESP32 deep,44,625,500,204907,21520.0,8957.0,119,47,41,7366260.0
ESP32 deep,44,625,1000,204907,21520.0,8957.0,237,103,72,7366260.0
ESP32 deep,44,625,2000,204907,21520.0,8957.0,467,202,138,7366260.0
ESP32 deep,44,625,5000,204907,21521.0,10551.0,1146,537,352,8673341.0
ESP32 deep,44,625,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,626,250,204907,21520.0,8957.0,58,22,22,7366260.0
ESP32 deep,44,626,500,204907,21520.0,10546.0,116,51,46,8669240.0
ESP32 deep,44,626,1000,204907,21521.0,10546.0,239,90,85,8669241.0
ESP32 deep,44,626,2000,204907,21521.0,10546.0,469,199,143,8669241.0
ESP32 deep,44,626,5000,204907,21522.0,10547.0,1176,509,372,8670062.0
ESP32 deep,44,626,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,627,250,204907,21521.0,10550.0,63,22,15,8672521.0
ESP32 deep,44,627,500,204907,21521.0,10550.0,124,43,44,8672521.0
ESP32 deep,44,627,1000,204907,21521.0,10550.0,231,94,80,8672521.0
ESP32 deep,44,627,2000,204907,21521.0,10550.0,457,194,136,8672521.0
ESP32 deep,44,627,5000,204907,21522.0,10550.0,1166,519,359,8672522.0
ESP32 deep,44,627,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,628,250,204907,21521.0,8953.0,51,25,15,7362981.0
ESP32 deep,44,628,500,204907,21521.0,8953.0,114,50,32,7362981.0
ESP32 deep,44,628,1000,204907,21521.0,8953.0,231,115,61,7362981.0
ESP32 deep,44,628,2000,204907,21521.0,10546.0,485,229,126,8669241.0
ESP32 deep,44,628,5000,204907,21522.0,10550.0,1185,539,353,8672522.0
ESP32 deep,44,628,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,629,250,204907,21520.0,8957.0,61,24,19,7366260.0
ESP32 deep,44,629,500,204907,21520.0,8957.0,107,42,41,7366260.0
ESP32 deep,44,629,1000,204907,21521.0,8957.0,221,100,75,7366261.0
ESP32 deep,44,629,2000,204907,21522.0,8958.0,429,199,152,7367082.0
ESP32 deep,44,629,5000,204907,21522.0,10556.0,1152,516,369,8677442.0
ESP32 deep,44,629,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,630,250,204907,21521.0,8953.0,58,23,16,7362981.0
ESP32 deep,44,630,500,204907,21521.0,8954.0,115,54,27,7363801.0
ESP32 deep,44,630,1000,204907,21521.0,8957.0,248,108,63,7366261.0
ESP32 deep,44,630,2000,204907,21521.0,10548.0,461,223,138,8670881.0
ESP32 deep,44,630,5000,204907,21521.0,10548.0,1159,510,343,8670881.0
ESP32 deep,44,630,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,631,250,204907,21521.0,8957.0,49,29,14,7366261.0
ESP32 deep,44,631,500,204907,21521.0,8957.0,96,54,34,7366261.0
ESP32 deep,44,631,1000,204907,21522.0,8958.0,224,108,65,7367082.0
ESP32 deep,44,631,2000,204907,21522.0,8958.0,454,207,136,7367082.0
ESP32 deep,44,631,5000,204907,21522.0,8958.0,1191,522,360,7367082.0
ESP32 deep,44,631,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,632,250,204907,21520.0,8956.0,47,23,21,7365440.0
ESP32 deep,44,632,500,204907,21520.0,8956.0,94,48,44,7365440.0
ESP32 deep,44,632,1000,204907,21520.0,10555.0,221,109,71,8676620.0
ESP32 deep,44,632,2000,204907,21521.0,10556.0,436,215,131,8677441.0
ESP32 deep,44,632,5000,204907,21521.0,10556.0,1138,521,350,8677441.0
ESP32 deep,44,632,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,633,250,204907,21520.0,8956.0,56,28,15,7365440.0
ESP32 deep,44,633,500,204907,21520.0,8956.0,112,48,33,7365440.0
ESP32 deep,44,633,1000,204907,21520.0,8957.0,226,105,69,7366260.0
ESP32 deep,44,633,2000,204907,21521.0,8957.0,455,206,137,7366261.0
ESP32 deep,44,633,5000,204907,21521.0,10555.0,1160,530,334,8676621.0
ESP32 deep,44,633,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,634,250,204907,21521.0,10546.0,55,25,20,8669241.0
ESP32 deep,44,634,500,204907,21521.0,10546.0,114,54,36,8669241.0
ESP32 deep,44,634,1000,204907,21521.0,10546.0,224,94,71,8669241.0
ESP32 deep,44,634,2000,204907,21521.0,10546.0,467,199,139,8669241.0
ESP32 deep,44,634,5000,204907,21522.0,10555.0,1190,540,340,8676622.0
ESP32 deep,44,634,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,635,250,204907,21520.0,8953.0,64,22,15,7362980.0
ESP32 deep,44,635,500,204907,21520.0,8953.0,114,44,40,7362980.0
ESP32 deep,44,635,1000,204907,21520.0,10546.0,219,99,71,8669240.0
ESP32 deep,44,635,2000,204907,21521.0,10555.0,489,208,139,8676621.0
ESP32 deep,44,635,5000,204907,21521.0,10555.0,1190,531,351,8676621.0
ESP32 deep,44,635,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,636,250,204907,21521.0,8957.0,60,17,19,7366261.0
ESP32 deep,44,636,500,204907,21521.0,8958.0,114,50,38,7367081.0
ESP32 deep,44,636,1000,204907,21521.0,8958.0,230,105,70,7367081.0
ESP32 deep,44,636,2000,204907,21521.0,10551.0,469,213,141,8673341.0
ESP32 deep,44,636,5000,204907,21522.0,10551.0,1186,527,352,8673342.0
ESP32 deep,44,636,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,637,250,204907,21520.0,8957.0,69,23,13,7366260.0
ESP32 deep,44,637,500,204907,21520.0,8957.0,129,51,27,7366260.0
ESP32 deep,44,637,1000,204907,21521.0,10555.0,242,93,66,8676621.0
ESP32 deep,44,637,2000,204907,21521.0,10555.0,476,199,142,8676621.0
ESP32 deep,44,637,5000,204907,21521.0,10556.0,1190,529,363,8677441.0
ESP32 deep,44,637,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,638,250,204907,21521.0,8953.0,59,25,17,7362981.0
ESP32 deep,44,638,500,204907,21521.0,8953.0,114,57,34,7362981.0
ESP32 deep,44,638,1000,204907,21521.0,8953.0,226,120,69,7362981.0
ESP32 deep,44,638,2000,204907,21522.0,10556.0,458,231,134,8677442.0
ESP32 deep,44,638,5000,204907,21522.0,10556.0,1162,528,333,8677442.0
ESP32 deep,44,638,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,639,250,204907,21520.0,8938.0,66,30,13,7350680.0
ESP32 deep,44,639,500,204907,21520.0,8955.0,110,52,34,7364620.0
ESP32 deep,44,639,1000,204907,21520.0,8955.0,223,99,65,7364620.0
ESP32 deep,44,639,2000,204907,21521.0,10555.0,450,208,133,8676621.0
ESP32 deep,44,639,5000,204907,21521.0,10556.0,1180,553,349,8677441.0
ESP32 deep,44,639,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,640,250,204907,21520.0,8957.0,54,35,17,7366260.0
ESP32 deep,44,640,500,204907,21520.0,10555.0,119,56,32,8676620.0
ESP32 deep,44,640,1000,204907,21520.0,10555.0,226,109,68,8676620.0
ESP32 deep,44,640,2000,204907,21521.0,10555.0,452,232,141,8676621.0
ESP32 deep,44,640,5000,204907,21522.0,10556.0,1149,537,365,8677442.0
ESP32 deep,44,640,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,641,250,204907,21520.0,8951.0,55,25,19,7361340.0
ESP32 deep,44,641,500,204907,21520.0,8956.0,117,51,31,7365440.0
ESP32 deep,44,641,1000,204907,21520.0,8956.0,235,105,74,7365440.0
ESP32 deep,44,641,2000,204907,21521.0,8956.0,467,217,148,7365441.0
ESP32 deep,44,641,5000,204907,21521.0,10551.0,1155,555,352,8673341.0
ESP32 deep,44,641,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,642,250,204907,21520.0,8951.0,64,24,17,7361340.0
ESP32 deep,44,642,500,204907,21520.0,8952.0,121,57,33,7362160.0
ESP32 deep,44,642,1000,204907,21520.0,8954.0,231,103,69,7363800.0
ESP32 deep,44,642,2000,204907,21520.0,8958.0,451,206,140,7367080.0
ESP32 deep,44,642,5000,204907,21521.0,10548.0,1172,527,359,8670881.0
ESP32 deep,44,642,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,643,250,204907,21521.0,8946.0,64,31,10,7357241.0
ESP32 deep,44,643,500,204907,21521.0,8955.0,132,51,34,7364621.0
ESP32 deep,44,643,1000,204907,21521.0,10550.0,253,110,83,8672521.0
ESP32 deep,44,643,2000,204907,21521.0,10550.0,461,224,159,8672521.0
ESP32 deep,44,643,5000,204907,21522.0,10551.0,1159,518,366,8673342.0
ESP32 deep,44,643,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,644,250,204907,21520.0,8957.0,65,27,15,7366260.0
ESP32 deep,44,644,500,204907,21520.0,8957.0,122,54,38,7366260.0
ESP32 deep,44,644,1000,204907,21520.0,10547.0,235,101,70,8670060.0
ESP32 deep,44,644,2000,204907,21521.0,10547.0,489,200,152,8670061.0
ESP32 deep,44,644,5000,204907,21522.0,10555.0,1202,520,352,8676622.0
ESP32 deep,44,644,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,645,250,204907,21520.0,8956.0,59,23,20,7365440.0
ESP32 deep,44,645,500,204907,21520.0,8956.0,131,43,34,7365440.0
ESP32 deep,44,645,1000,204907,21520.0,10550.0,236,101,75,8672520.0
ESP32 deep,44,645,2000,204907,21521.0,10550.0,469,201,144,8672521.0
ESP32 deep,44,645,5000,204907,21522.0,10551.0,1152,515,355,8673342.0
ESP32 deep,44,645,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,646,250,204907,21520.0,8952.0,73,30,13,7362160.0
ESP32 deep,44,646,500,204907,21520.0,8955.0,131,61,29,7364620.0
ESP32 deep,44,646,1000,204907,21521.0,10555.0,254,106,71,8676621.0
ESP32 deep,44,646,2000,204907,21521.0,10555.0,511,207,143,8676621.0
ESP32 deep,44,646,5000,204907,21522.0,10556.0,1175,526,356,8677442.0
ESP32 deep,44,646,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,647,250,204907,21520.0,8955.0,55,29,20,7364620.0
ESP32 deep,44,647,500,204907,21520.0,8956.0,116,51,35,7365440.0
ESP32 deep,44,647,1000,204907,21520.0,8958.0,240,98,78,7367080.0
ESP32 deep,44,647,2000,204907,21521.0,10556.0,481,193,145,8677441.0
ESP32 deep,44,647,5000,204907,21521.0,10556.0,1172,504,341,8677441.0
ESP32 deep,44,647,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,648,250,204907,21520.0,8952.0,52,20,19,7362160.0
ESP32 deep,44,648,500,204907,21520.0,8952.0,112,49,35,7362160.0
ESP32 deep,44,648,1000,204907,21520.0,8953.0,205,112,67,7362980.0
ESP32 deep,44,648,2000,204907,21522.0,8958.0,453,239,131,7367082.0
ESP32 deep,44,648,5000,204907,21522.0,10551.0,1175,541,353,8673342.0
ESP32 deep,44,648,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,649,250,204907,21520.0,8957.0,60,26,17,7366260.0
ESP32 deep,44,649,500,204907,21520.0,8957.0,119,46,32,7366260.0
ESP32 deep,44,649,1000,204907,21520.0,8957.0,232,109,70,7366260.0
ESP32 deep,44,649,2000,204907,21520.0,8957.0,462,217,135,7366260.0
ESP32 deep,44,649,5000,204907,21521.0,8958.0,1126,539,348,7367081.0
ESP32 deep,44,649,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,650,250,204907,21520.0,8951.0,74,20,21,7361340.0
ESP32 deep,44,650,500,204907,21520.0,8951.0,139,39,42,7361340.0
ESP32 deep,44,650,1000,204907,21521.0,10550.0,249,95,79,8672521.0
ESP32 deep,44,650,2000,204907,21521.0,10550.0,484,195,143,8672521.0
ESP32 deep,44,650,5000,204907,21521.0,10556.0,1197,495,367,8677441.0
ESP32 deep,44,650,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,651,250,204907,21521.0,8947.0,54,32,13,7358061.0
ESP32 deep,44,651,500,204907,21521.0,8950.0,110,61,27,7360521.0
ESP32 deep,44,651,1000,204907,21521.0,10556.0,241,106,68,8677441.0
ESP32 deep,44,651,2000,204907,21522.0,10556.0,473,204,129,8677442.0
ESP32 deep,44,651,5000,204907,21522.0,10556.0,1171,518,354,8677442.0
ESP32 deep,44,651,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,652,250,204907,21520.0,8951.0,61,21,16,7361340.0
ESP32 deep,44,652,500,204907,21520.0,10555.0,115,58,33,8676620.0
ESP32 deep,44,652,1000,204907,21520.0,10555.0,232,112,76,8676620.0
ESP32 deep,44,652,2000,204907,21521.0,10555.0,450,219,145,8676621.0
ESP32 deep,44,652,5000,204907,21521.0,10556.0,1134,531,372,8677441.0
ESP32 deep,44,652,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,653,250,204907,21520.0,8953.0,56,29,20,7362980.0
ESP32 deep,44,653,500,204907,21521.0,8953.0,111,50,38,7362981.0
ESP32 deep,44,653,1000,204907,21521.0,8954.0,235,108,72,7363801.0
ESP32 deep,44,653,2000,204907,21521.0,10556.0,481,208,158,8677441.0
ESP32 deep,44,653,5000,204907,21522.0,10556.0,1186,535,336,8677442.0
ESP32 deep,44,653,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,654,250,204907,21520.0,8951.0,60,17,23,7361340.0
ESP32 deep,44,654,500,204907,21521.0,8951.0,126,39,48,7361341.0
ESP32 deep,44,654,1000,204907,21521.0,10555.0,244,107,89,8676621.0
ESP32 deep,44,654,2000,204907,21521.0,10555.0,474,218,137,8676621.0
ESP32 deep,44,654,5000,204907,21521.0,10555.0,1183,525,359,8676621.0
ESP32 deep,44,654,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,655,250,204907,21520.0,10546.0,53,29,19,8669240.0
ESP32 deep,44,655,500,204907,21520.0,10546.0,125,59,35,8669240.0
ESP32 deep,44,655,1000,204907,21521.0,10546.0,251,108,80,8669241.0
ESP32 deep,44,655,2000,204907,21521.0,10546.0,488,210,162,8669241.0
ESP32 deep,44,655,5000,204907,21522.0,10555.0,1161,536,365,8676622.0
ESP32 deep,44,655,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,656,250,204907,21520.0,8950.0,71,23,18,7360520.0
ESP32 deep,44,656,500,204907,21520.0,10547.0,131,49,35,8670060.0
ESP32 deep,44,656,1000,204907,21520.0,10548.0,239,103,81,8670880.0
ESP32 deep,44,656,2000,204907,21521.0,10548.0,459,212,171,8670881.0
ESP32 deep,44,656,5000,204907,21521.0,10548.0,1153,538,372,8670881.0
ESP32 deep,44,656,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,657,250,204907,21520.0,8951.0,60,30,23,7361340.0
ESP32 deep,44,657,500,204907,21520.0,8952.0,121,49,41,7362160.0
ESP32 deep,44,657,1000,204907,21520.0,8957.0,225,94,83,7366260.0
ESP32 deep,44,657,2000,204907,21521.0,8957.0,449,203,161,7366261.0
ESP32 deep,44,657,5000,204907,21522.0,10547.0,1170,505,378,8670062.0
ESP32 deep,44,657,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,658,250,204907,21521.0,8956.0,52,22,22,7365441.0
ESP32 deep,44,658,500,204907,21521.0,8956.0,104,49,41,7365441.0
ESP32 deep,44,658,1000,204907,21521.0,8956.0,214,99,74,7365441.0
ESP32 deep,44,658,2000,204907,21521.0,8957.0,439,203,146,7366261.0
ESP32 deep,44,658,5000,204907,21522.0,10556.0,1168,524,365,8677442.0
ESP32 deep,44,658,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,659,250,204907,21520.0,8947.0,65,26,13,7358060.0
ESP32 deep,44,659,500,204907,21522.0,8949.0,124,51,32,7359702.0
ESP32 deep,44,659,1000,204907,21522.0,8957.0,228,112,74,7366262.0
ESP32 deep,44,659,2000,204907,21522.0,10548.0,474,209,141,8670882.0
ESP32 deep,44,659,5000,204907,21522.0,10548.0,1185,523,366,8670882.0
ESP32 deep,44,659,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,660,250,204907,21521.0,8950.0,68,27,7,7360521.0
ESP32 deep,44,660,500,204907,21521.0,8951.0,125,46,32,7361341.0
ESP32 deep,44,660,1000,204907,21521.0,8957.0,237,93,71,7366261.0
ESP32 deep,44,660,2000,204907,21521.0,10546.0,469,201,157,8669241.0
ESP32 deep,44,660,5000,204907,21521.0,10550.0,1156,523,393,8672521.0
ESP32 deep,44,660,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,661,250,204907,21520.0,8956.0,54,19,17,7365440.0
ESP32 deep,44,661,500,204907,21520.0,8956.0,119,45,41,7365440.0
ESP32 deep,44,661,1000,204907,21520.0,8956.0,239,109,74,7365440.0
ESP32 deep,44,661,2000,204907,21521.0,8957.0,492,217,144,7366261.0
ESP32 deep,44,661,5000,204907,21522.0,10555.0,1208,525,353,8676622.0
ESP32 deep,44,661,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,662,250,204907,21520.0,8956.0,59,22,26,7365440.0
ESP32 deep,44,662,500,204907,21520.0,8957.0,112,49,40,7366260.0
ESP32 deep,44,662,1000,204907,21520.0,8957.0,235,96,74,7366260.0
ESP32 deep,44,662,2000,204907,21521.0,10555.0,454,199,135,8676621.0
ESP32 deep,44,662,5000,204907,21521.0,10555.0,1187,542,364,8676621.0
ESP32 deep,44,662,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,663,250,204907,21520.0,8953.0,57,33,16,7362980.0
ESP32 deep,44,663,500,204907,21520.0,8953.0,119,67,30,7362980.0
ESP32 deep,44,663,1000,204907,21520.0,10546.0,237,122,66,8669240.0
ESP32 deep,44,663,2000,204907,21521.0,10550.0,474,220,157,8672521.0
ESP32 deep,44,663,5000,204907,21522.0,10556.0,1193,503,375,8677442.0
ESP32 deep,44,663,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,664,250,204907,21521.0,8952.0,59,32,13,7362161.0
ESP32 deep,44,664,500,204907,21521.0,8956.0,114,59,33,7365441.0
ESP32 deep,44,664,1000,204907,21521.0,8956.0,233,119,57,7365441.0
ESP32 deep,44,664,2000,204907,21521.0,10546.0,466,219,124,8669241.0
ESP32 deep,44,664,5000,204907,21522.0,10556.0,1205,523,334,8677442.0
ESP32 deep,44,664,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,665,250,204907,21520.0,8953.0,50,34,19,7362980.0
ESP32 deep,44,665,500,204907,21520.0,8953.0,123,45,37,7362980.0
ESP32 deep,44,665,1000,204907,21522.0,8958.0,258,102,68,7367082.0
ESP32 deep,44,665,2000,204907,21522.0,10551.0,487,206,139,8673342.0
ESP32 deep,44,665,5000,204907,21522.0,10556.0,1196,498,362,8677442.0
ESP32 deep,44,665,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,666,250,204907,21520.0,10547.0,52,30,18,8670060.0
ESP32 deep,44,666,500,204907,21520.0,10547.0,102,51,39,8670060.0
ESP32 deep,44,666,1000,204907,21521.0,10547.0,225,100,66,8670061.0
ESP32 deep,44,666,2000,204907,21521.0,10547.0,474,203,135,8670061.0
ESP32 deep,44,666,5000,204907,21522.0,10550.0,1143,534,362,8672522.0
ESP32 deep,44,666,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,667,250,204907,21520.0,10546.0,66,25,15,8669240.0
ESP32 deep,44,667,500,204907,21521.0,10546.0,135,53,24,8669241.0
ESP32 deep,44,667,1000,204907,21521.0,10546.0,250,109,57,8669241.0
ESP32 deep,44,667,2000,204907,21521.0,10546.0,470,224,132,8669241.0
ESP32 deep,44,667,5000,204907,21522.0,10551.0,1172,540,358,8673342.0
ESP32 deep,44,667,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,668,250,204907,21519.0,8955.0,62,25,15,7364619.0
ESP32 deep,44,668,500,204907,21520.0,8955.0,124,45,32,7364620.0
ESP32 deep,44,668,1000,204907,21520.0,8957.0,246,93,77,7366260.0
ESP32 deep,44,668,2000,204907,21520.0,8958.0,459,191,146,7367080.0
ESP32 deep,44,668,5000,204907,21522.0,8958.0,1149,517,366,7367082.0
ESP32 deep,44,668,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,669,250,204907,21520.0,10547.0,59,33,17,8670060.0
ESP32 deep,44,669,500,204907,21520.0,10547.0,122,62,32,8670060.0
ESP32 deep,44,669,1000,204907,21520.0,10547.0,231,125,65,8670060.0
ESP32 deep,44,669,2000,204907,21520.0,10556.0,475,217,135,8677440.0
ESP32 deep,44,669,5000,204907,21521.0,10556.0,1155,543,362,8677441.0
ESP32 deep,44,669,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,670,250,204907,21520.0,8955.0,59,30,27,7364620.0
ESP32 deep,44,670,500,204907,21520.0,8955.0,107,64,37,7364620.0
ESP32 deep,44,670,1000,204907,21520.0,8955.0,235,117,64,7364620.0
ESP32 deep,44,670,2000,204907,21521.0,10547.0,462,206,158,8670061.0
ESP32 deep,44,670,5000,204907,21522.0,10548.0,1190,535,338,8670882.0
ESP32 deep,44,670,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,671,250,204907,21520.0,8956.0,63,26,22,7365440.0
ESP32 deep,44,671,500,204907,21521.0,10547.0,116,49,46,8670061.0
ESP32 deep,44,671,1000,204907,21521.0,10547.0,252,97,82,8670061.0
ESP32 deep,44,671,2000,204907,21521.0,10547.0,508,208,147,8670061.0
ESP32 deep,44,671,5000,204907,21521.0,10548.0,1163,537,368,8670881.0
ESP32 deep,44,671,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,672,250,204907,21520.0,8957.0,56,23,20,7366260.0
ESP32 deep,44,672,500,204907,21520.0,8957.0,107,50,41,7366260.0
ESP32 deep,44,672,1000,204907,21520.0,8957.0,229,104,79,7366260.0
ESP32 deep,44,672,2000,204907,21521.0,10546.0,492,213,147,8669241.0
ESP32 deep,44,672,5000,204907,21522.0,10547.0,1173,521,374,8670062.0
ESP32 deep,44,672,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,673,250,204907,21520.0,8954.0,67,30,19,7363800.0
ESP32 deep,44,673,500,204907,21520.0,8954.0,126,58,42,7363800.0
ESP32 deep,44,673,1000,204907,21520.0,8954.0,248,109,77,7363800.0
ESP32 deep,44,673,2000,204907,21521.0,8957.0,486,216,133,7366261.0
ESP32 deep,44,673,5000,204907,21521.0,10551.0,1177,511,373,8673341.0
ESP32 deep,44,673,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
